Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: Metabolika Search,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# mzCloud Results,# Metabolika Pathways,Metabolika Pathways,mzCloud Best Match,mzCloud Best Sim. Match,MS2,Group Area: F3
,TRUE,Anthranilic acid,C7 H7 N O2,137.04768,99.2,,Reference-113,C00108,Drugs of Abuse/Illegal Drugs; Endogenous Metabolites; Industrial Chemicals,Reference,,,,,,
,TRUE,3-Pyridylacetic acid,C7 H7 N O2,137.04768,99.2,,Reference-219,,Endogenous Metabolites,Reference,,,,,,
,TRUE,4-Pyridineacetic acid,C7 H7 N O2,137.04768,99.2,,Reference-244,,,Reference,,,,,,
,TRUE,Salicylamide,C7 H7 N O2,137.04768,99.1,,Reference-593,D01811,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,2-Pyridylacetic acid,C7 H7 N O2,137.04768,99,,Reference-181,,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,Methyl isonicotinate,C7 H7 N O2,137.04768,98.1,,Reference-3273,,,Reference,,,,,,
TRUE,L-Glutamine,C5 H10 N2 O3,Full match,Full match,Full match,,146.06907,1.517,226738975.5,9,45,"Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of purine nucleotide salvage;Aspartate superpathway;Superpathway of chorismate metabolism;Superpathway of L-citrulline metabolism;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of arginine and polyamine biosynthesis;Superpathway of histidine, purine, and pyrimidine biosynthesis;Superpathway of aromatic amino acid biosynthesis;Other",99.1,,DDA for preferred ion,226738975.5
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L-Glutamine,C5 H10 N2 O3,146.06914,99.1,,Reference-1827,C00064,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Glutamine,C5 H10 N2 O3,146.06914,99.1,,Reference-1827,C00064,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Glutamine,C5 H10 N2 O3,146.06914,99.1,,Reference-1827,C00064,Endogenous Metabolites,Reference,,,,,,
,TRUE,DL-Glutamine,C5 H10 N2 O3,146.06914,98.7,,Reference-2967,C00303,Endogenous Metabolites; Therapeutics/Prescription Drugs; Personal Care Products/Cosmetics; Natural Products/Medicines,Reference,,,,,,
,TRUE,DL-Glutamine,C5 H10 N2 O3,146.06914,98.7,,Reference-2967,C00303,Endogenous Metabolites; Therapeutics/Prescription Drugs; Personal Care Products/Cosmetics; Natural Products/Medicines,Reference,,,,,,
,TRUE,DL-Glutamine,C5 H10 N2 O3,146.06914,98.7,,Reference-2967,C00303,Endogenous Metabolites; Therapeutics/Prescription Drugs; Personal Care Products/Cosmetics; Natural Products/Medicines,Reference,,,,,,
,TRUE,D-(-)-Glutamine,C5 H10 N2 O3,146.06914,98.6,,Reference-393,C00819,Endogenous Metabolites,Reference,,,,,,
,TRUE,D-(-)-Glutamine,C5 H10 N2 O3,146.06914,98.6,,Reference-393,C00819,Endogenous Metabolites,Reference,,,,,,
,TRUE,D-(-)-Glutamine,C5 H10 N2 O3,146.06914,98.6,,Reference-393,C00819,Endogenous Metabolites,Reference,,,,,,
TRUE,¶¡-Lactose,C12 H22 O11,Full match,Full match,Partial match,,342.11551,1.739,226026559.7,2,4,Other,88.7,,DDA for preferred ion,226026559.7
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,¶¡-Lactose,C12 H22 O11,342.11621,88.7,,Reference-6212,C00243,Endogenous Metabolites,Reference,,,,,,
,TRUE,D-Lactose monohydrate,C12 H22 O11,342.11621,87,,Autoprocessed-3046,,Endogenous Metabolites,Autoprocessed,,,,,,
TRUE,2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid,C21 H36 O7,No match,Invalid mass,No results,,422.22743,10.622,225664143.8,1,0,,92.2,,DDA for preferred ion,225664143.8
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid,C21 H36 O7,400.2461,92.2,,Autoprocessed-1741,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",C21 H24 O6,Full match,Full match,No results,,372.1567,12.425,215116522.8,1,0,,98,,DDA for preferred ion,215116522.8
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",C21 H24 O6,372.15729,98,,Autoprocessed-2276,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-012616,C15 H24 O2,Full match,Full match,Partial match,,236.17737,11.961,213903990.9,2,1,Superpathway of trichothecene biosynthesis,82.6,71.2,DDA for preferred ion,213903990.9
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Nootkatone,C15 H22 O,218.16707,78.5,71.2,Reference-842,C17914,Endogenous Metabolites,Reference,,,,,,
,TRUE,NP-012616,C15 H24 O2,236.17763,83.7,,Autoprocessed-5649,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-001422,C8 H10 O4,Full match,Full match,No results,,170.05775,8.941,213863432.2,2,0,,98.3,,DDA for preferred ion,213863432.2
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Penicillic acid,C8 H10 O4,170.05791,96.2,,Reference-6175,,Natural Toxins,Reference,,,,,,
,TRUE,NP-001422,C8 H10 O4,170.05791,98.3,,Autoprocessed-5628,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,L-Iditol,C6 H14 O6,Full match,Full match,Full match,,182.07884,1.58,213347185.6,1,1,Other,86.2,,DDA for preferred ion,213347185.6
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L-Iditol,C6 H14 O6,182.07904,86.2,,Reference-2573,C01507,Endogenous Metabolites,Reference,,,,,,
TRUE,"4-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2H-chromen-2-one",C21 H20 O11,Not the top hit,Full match,Partial match,,448.0999,8.674,191929051.1,7,1,Other,98,,DDA for preferred ion,191929051.1
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Cynaroside,C21 H20 O11,448.10056,98,,Reference-8095,C03951,,Reference,,,,,,
,TRUE,Kuromanin,C21 H20 O11,448.10056,98,,Reference-6217,C08604,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,Kaempferol-7-O-glucoside,C21 H20 O11,448.10056,97.9,,Reference-8224,,,Reference,,,,,,
,TRUE,"4-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2H-chromen-2-one",C21 H20 O11,448.10056,98,,Autoprocessed-1787,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"5,7-dihydroxy-2-(3-hydroxy-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-4H-chromen-4-one",C21 H20 O11,448.10056,98,,Autoprocessed-3112,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,Cynaroside,C21 H20 O11,448.10056,98,,Autoprocessed-7286,,,Autoprocessed,,,,,,
,TRUE,Trifolin,C21 H20 O11,448.10056,97.4,,Autoprocessed-7331,,,Autoprocessed,,,,,,
TRUE,Isoleucine,C6 H13 N O2,Full match,Full match,Full match,,131.09459,3.748,184373375.7,4,6,Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of branched chain amino acid biosynthesis;Other,99.5,,DDA for preferred ion,184373375.7
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Isoleucine,C6 H13 N O2,131.09463,99.5,,Reference-7,,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Isoleucine,C6 H13 N O2,131.09463,99.4,,Reference-2244,C00407,Endogenous Metabolites; Excipients/Additives/Colorants; Natural Products/Medicines; Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,L-Norleucine,C6 H13 N O2,131.09463,99.2,,Reference-1824,C01933,Endogenous Metabolites,Reference,,,,,,
,TRUE,Leucine,C6 H13 N O2,131.09463,99.1,,Reference-6,C00123,Endogenous Metabolites,Reference,,,,,,
TRUE,"pentane-1,2,3,4,5-pentol",C5 H12 O5,Full match,Full match,Full match,,152.06829,1.606,179505345.7,3,1,Other,96.4,,DDA for preferred ion,179505345.7
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L-(-)-Arabitol,C5 H12 O5,152.06847,95.9,,Reference-299,C00532,Endogenous Metabolites,Reference,,,,,,
,TRUE,Xylitol,C5 H12 O5,152.06847,95,,Reference-3192,C00379,Endogenous Metabolites; Excipients/Additives/Colorants; Therapeutics/Prescription Drugs; Industrial Chemicals; Natural Products/Medicines; Personal Care Products/Cosmetics,Reference,,,,,,
,TRUE,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06847,96.4,,Autoprocessed-5237,,,Autoprocessed,,,,,,
TRUE,N-Acetylserotonin,C12 H14 N2 O2,Full match,Full match,Full match,,218.10522,7.727,168398722.6,1,1,Other,99.2,,DDA for preferred ion,168398722.6
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,N-Acetylserotonin,C12 H14 N2 O2,218.10553,99.2,,Reference-313,C00978,Endogenous Metabolites,Reference,,,,,,
TRUE,Isoleucine,C6 H13 N O2,Full match,Full match,Full match,,131.09459,4.125,164604752.7,20,6,Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of jasmonoyl-amino acid conjugates biosynthesis;Superpathway of branched chain amino acid biosynthesis;Other,99.3,,DDA for preferred ion,164604752.7
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Isoleucine,C6 H13 N O2,131.09463,99.5,,Reference-7,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Isoleucine,C6 H13 N O2,131.09463,99.5,,Reference-7,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Isoleucine,C6 H13 N O2,131.09463,99.5,,Reference-7,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Isoleucine,C6 H13 N O2,131.09463,99.5,,Reference-7,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Isoleucine,C6 H13 N O2,131.09463,99.5,,Reference-7,,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Isoleucine,C6 H13 N O2,131.09463,99.4,,Reference-2244,C00407,Endogenous Metabolites; Excipients/Additives/Colorants; Natural Products/Medicines; Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,L-Isoleucine,C6 H13 N O2,131.09463,99.4,,Reference-2244,C00407,Endogenous Metabolites; Excipients/Additives/Colorants; Natural Products/Medicines; Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,L-Isoleucine,C6 H13 N O2,131.09463,99.4,,Reference-2244,C00407,Endogenous Metabolites; Excipients/Additives/Colorants; Natural Products/Medicines; Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,L-Isoleucine,C6 H13 N O2,131.09463,99.4,,Reference-2244,C00407,Endogenous Metabolites; Excipients/Additives/Colorants; Natural Products/Medicines; Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,L-Isoleucine,C6 H13 N O2,131.09463,99.4,,Reference-2244,C00407,Endogenous Metabolites; Excipients/Additives/Colorants; Natural Products/Medicines; Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,L-Norleucine,C6 H13 N O2,131.09463,99.2,,Reference-1824,C01933,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Norleucine,C6 H13 N O2,131.09463,99.2,,Reference-1824,C01933,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Norleucine,C6 H13 N O2,131.09463,99.2,,Reference-1824,C01933,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Norleucine,C6 H13 N O2,131.09463,99.2,,Reference-1824,C01933,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Norleucine,C6 H13 N O2,131.09463,99.2,,Reference-1824,C01933,Endogenous Metabolites,Reference,,,,,,
,TRUE,Leucine,C6 H13 N O2,131.09463,99.1,,Reference-6,C00123,Endogenous Metabolites,Reference,,,,,,
,TRUE,Leucine,C6 H13 N O2,131.09463,99.1,,Reference-6,C00123,Endogenous Metabolites,Reference,,,,,,
,TRUE,Leucine,C6 H13 N O2,131.09463,99.1,,Reference-6,C00123,Endogenous Metabolites,Reference,,,,,,
,TRUE,Leucine,C6 H13 N O2,131.09463,99.1,,Reference-6,C00123,Endogenous Metabolites,Reference,,,,,,
,TRUE,Leucine,C6 H13 N O2,131.09463,99.1,,Reference-6,C00123,Endogenous Metabolites,Reference,,,,,,
TRUE,"(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(3-methoxy-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)methyl]oxolan-2-one",C27 H34 O11,No match,Invalid mass,No results,,556.19133,10.263,162121118.4,6,0,,94,,DDA for preferred ion,162121118.4
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Arctiin,C27 H34 O11,534.21011,92.8,,Reference-6225,C16915,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,SSR69071,C27 H32 N4 O7 S,556.19917,85.3,,Reference-2780,,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,"N¶¡-[(1,3,4-trihydroxy-5-{[2-methoxy-4-(methylsulfanyl)benzoyl]amino}cyclohexyl)carbonyl]tryptophanamide",C27 H32 N4 O7 S,556.19917,85.3,,Reference-8912,,,Reference,,,,,,
,TRUE,"(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(3-methoxy-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)methyl]oxolan-2-one",C27 H34 O11,534.21011,94,,Autoprocessed-1765,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"2-{4-[(1S,3aR,4R,6aR)-4-(3,4-dimethoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenoxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C27 H34 O11,534.21011,89.8,,Autoprocessed-2750,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,SSR69071,C27 H32 N4 O7 S,556.19917,86,,Autoprocessed-3024,,,Autoprocessed,,,,,,
TRUE,Guanine,C5 H5 N5 O,Full match,Full match,Full match,,151.04924,5.209,157462736.2,2,7,Superpathway of purine nucleotide salvage;Purine nucleotides degradation II (aerobic);Superpathway of purines degradation in plants;Purine nucleotides degradation I (plants);Other,99.4,,DDA for preferred ion,157462736.2
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Guanine,C5 H5 N5 O,151.04941,99.4,,Reference-436,C00242,Endogenous Metabolites,Reference,,,,,,
,TRUE,Guanine,C5 H5 N5 O,151.04941,99.4,,Reference-436,C00242,Endogenous Metabolites,Reference,,,,,,
TRUE,Cytarabine,C9 H13 N3 O5,Full match,Full match,Full match,,243.08515,1.741,155323616,2,2,Other,99.5,,DDA for preferred ion,155323616
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Cytidine,C9 H13 N3 O5,243.08552,99.5,,Reference-364,C00475,Endogenous Metabolites,Reference,,,,,,
,TRUE,Cytarabine,C9 H13 N3 O5,243.08552,99.6,,Reference-3171,C02961,Therapeutics/Prescription Drugs; Endogenous Metabolites,Reference,,,,,,
TRUE,NP-004676,C26 H32 O11,No match,Invalid mass,No results,,537.22051,9.522,150587472.8,1,0,,72.4,,DDA for preferred ion,150587472.8
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-004676,C26 H32 O11,520.19446,96.2,,Autoprocessed-8114,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"1,5-Anhydro-1-[5,7-dihydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl]hexitol",C21 H20 O10,Full match,Full match,Partial match,,432.10518,8.521,148807206.5,4,1,Other,93.1,,DDA for preferred ion,148807206.5
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"1,5-Anhydro-1-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-6-yl]hexitol",C21 H20 O10,432.10565,88.7,,Reference-8193,,,Reference,,,,,,
,TRUE,"1,5-Anhydro-1-[5,7-dihydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl]hexitol",C21 H20 O10,432.10565,93.1,,Reference-8198,,,Reference,,,,,,
,TRUE,Vitexin,C21 H20 O10,432.10565,93,,Reference-6158,C01460,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,NP-018730,C21 H20 O10,432.10565,91.3,,Autoprocessed-6531,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,[Similar to: NP-020418; ¶§Mass: -54.0318 Da],C15 H22,Full match,Invalid mass,No results,,202.17203,12.176,146803739.5,3,0,,,79.3,DDA for preferred ion,146803739.5
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,(-)-Caryophyllene oxide,C15 H24 O,220.18272,,66.5,Reference-6554,C16908,Drugs of Abuse/Illegal Drugs; Endogenous Metabolites; Natural Products/Medicines; Excipients/Additives/Colorants,Reference,,,,,,
,TRUE,NP-020418,C15 H28 O3,256.20384,,79.3,Autoprocessed-7850,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0?a,?a?Å?.0?Å?,?a?Å°§.0?Å?,?a?Å?.0?Å?,?a?l]tetracos-15-en-23-one",C30 H46 O3,454.3447,,67.9,Autoprocessed-1292,,,Autoprocessed,,,,,,
TRUE,L-Glutamic acid,C5 H9 N O4,Full match,Full match,Full match,,147.05298,1.55,144199827,2,95,"Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of purine nucleotide salvage;Aspartate superpathway;Superpathway of chorismate metabolism;Superpathway of L-citrulline metabolism;Superpathway of L-lysine degradation;Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of arginine and polyamine biosynthesis;Superpathway of histidine, purine, and pyrimidine biosynthesis;Superpathway of aromatic amino acid biosynthesis;Superpathway of branched chain amino acid biosynthesis;Other",99.1,,DDA for preferred ion,144199827
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L-Glutamic acid,C5 H9 N O4,147.05316,99.1,,Reference-470,C00025,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-Glutamic acid,C5 H9 N O4,147.05316,99.1,,Reference-470,C00025,Endogenous Metabolites,Reference,,,,,,
TRUE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,No match,Full match,No results,,274.1025,5.232,143627372.1,1,0,,81.2,,DDA for preferred ion,143627372.1
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,274.10275,81.2,,Autoprocessed-6684,,,Autoprocessed,,,,,,
TRUE,"3-(3,4-dihydroxyphenyl)propanoic acid",C9 H10 O4,No match,Invalid mass,No match,,164.04721,3.74,143287441.5,5,6,Superpathway of chorismate metabolism;Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of aromatic amino acid biosynthesis;Other,80.5,,DDA for preferred ion,143287441.5
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,182.05791,65.8,,Reference-142,C10447,Endogenous Metabolites,Reference,,,,,,
,TRUE,"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,182.05791,65.8,,Reference-142,C10447,Endogenous Metabolites,Reference,,,,,,
,TRUE,2-Hydroxycinnamic acid,C9 H8 O3,164.04734,65.8,,Reference-168,C01772,Endogenous Metabolites,Reference,,,,,,
,TRUE,"3-(3,4-dihydroxyphenyl)propanoic acid",C9 H10 O4,182.05791,80.5,,Autoprocessed-2403,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"3-(3,4-dihydroxyphenyl)propanoic acid",C9 H10 O4,182.05791,80.5,,Autoprocessed-2403,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,L-Glutathione (reduced),C10 H17 N3 O6 S,Full match,Full match,Full match,,307.08345,2.648,143286193.5,1,8,Other,97.2,,DDA for preferred ion,143286193.5
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L-Glutathione (reduced),C10 H17 N3 O6 S,307.08381,98.5,,Reference-472,C00051,Endogenous Metabolites,Reference,,,,,,
TRUE,"{(1R,2R)-2-[(2Z)-5-(Hexopyranosyloxy)-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",C18 H28 O9,No match,Invalid mass,No results,,410.15477,7.643,137747939.6,1,0,,86.4,,DDA for preferred ion,137747939.6
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"{(1R,2R)-2-[(2Z)-5-(Hexopyranosyloxy)-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",C18 H28 O9,388.17333,86.4,,Reference-8229,,,Reference,,,,,,
TRUE,NP-020014,C15 H26 O3,No match,Invalid mass,No match,,236.17736,12.907,135159184.2,3,1,Superpathway of trichothecene biosynthesis,80.9,,DDA for preferred ion,135159184.2
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-012616,C15 H24 O2,236.17763,83.7,,Autoprocessed-5649,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-020014,C15 H26 O3,254.18819,93.6,,Autoprocessed-7811,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-004917,C15 H26 O3,254.18819,93.5,,Autoprocessed-5635,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Matairesinol,C20 H22 O6,Full match,Full match,No results,,358.14105,9.248,134359822.8,3,0,,93.2,,DDA for other ion,134359822.8
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Matairesinol,C20 H22 O6,358.14164,98.1,,Reference-7908,C10682,,Reference,,,,,,
,TRUE,"4-[(1S,3aR,4S,6aR)-4-(4-hydroxy-3-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenol",C20 H22 O6,358.14164,71.5,,Autoprocessed-2961,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"5-[4-(3-hydroxy-4-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxyphenol",C20 H22 O6,358.14164,74,,Autoprocessed-3013,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(1aR,1bR,2R,3R,7R,7aS)-1b,2-dimethyl-7a-(prop-1-en-2-yl)-1aH,1bH,2H,3H,4H,5H,7H,7aH-naphtho[1,2-b]oxirene-3,7-diol",C15 H22 O3,No match,Invalid mass,No results,,232.14597,12.944,132797627.4,13,0,,75.2,,DDA for preferred ion,132797627.4
